ArticleTitle,LastName,ForeName,Date,Country_Id,Country,ISSNLinking,MedlineTA,NlmUniqueID,Full_name
Recent outbreak of Marburg virus disease: Could it be a threat for global public health?,Bhuiyan,Mohiuddin Ahmed,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Mohiuddin Ahmed-Bhuiyan
Recent outbreak of Marburg virus disease: Could it be a threat for global public health?,Islam,Md Rabiul,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Md Rabiul-Islam
Recent outbreak of Marburg virus disease: Could it be a threat for global public health?,Sohan,Md,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Md-Sohan
Recent outbreak of Marburg virus disease: Could it be a threat for global public health?,Shahriar,Mohammad,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Mohammad-Shahriar
Recent outbreak of Marburg virus disease: Could it be a threat for global public health?,Bhuiyan,Mohiuddin Ahmed,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Mohiuddin Ahmed-Bhuiyan
Recent outbreak of Marburg virus disease: Could it be a threat for global public health?,Islam,Md Rabiul,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Md Rabiul-Islam
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Time to recovery from malnutrition and its predictors among human immunodeficiency virus positive children treated with ready-to-use therapeutic food in low resource setting area: A retrospective follow-up study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Coefficient of R-R interval variations under deep breathing load in patients with wild-type transthyretin amyloid cardiomyopathy: A case-control study.,null,null,null,2398-8835,United States,2398-8835,Health Sci Rep,101728855,null
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Imataki,Osamu,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Osamu-Imataki
Bilateral subscapular hematoma following SARS-CoV-2 vaccination.,Uemura,Makiko,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Makiko-Uemura
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
The main criteria for mate selection: The nursing students' perspective in the south-west of Iran during 2020-2021: A cross-sectional study.,Rafiee,Ghazanfar,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Ghazanfar-Rafiee
Monkeypox: Is it the new pandemic?,Sawal,Imaduddin,2022-11-29,2398-8835,United States,2398-8835,Health Sci Rep,101728855,Imaduddin-Sawal
